,날짜,종목코드,회사명,거래량
392,2019-02-08,012280,영화금속,321547.0
393,2019-02-08,019770,서연탑메탈,680298.0
394,2019-02-08,205470,휴마시스,245713.0
395,2019-02-08,001380,SG충방,2817424.0
396,2019-02-08,085310,엔케이,1860338.0
397,2019-02-08,054180,메디콕스,401416.0
398,2019-02-08,032980,바이온,211380.0
399,2019-02-08,040610,SG&G,391835.0
400,2019-02-11,170030,현대공업,16513.0
401,2019-02-11,005930,삼성전자,11125044.0
402,2019-02-11,005290,동진쎄미켐,415085.0
403,2019-02-11,034220,LG디스플레이,1007139.0
404,2019-02-11,053030,바이넥스,358769.0
405,2019-02-11,023900,풍국주정,314737.0
406,2019-02-11,010140,삼성중공업,3721171.0
407,2019-02-11,000660,SK하이닉스,3374192.0
408,2019-02-11,000890,보해양조,14168075.0
409,2019-02-11,005380,현대차,425879.0
410,2019-02-11,003490,대한항공,388682.0
411,2019-02-12,900310,컬러레이,1156688.0
412,2019-02-12,031820,콤텍시스템,1167439.0
413,2019-02-12,048430,유라테크,135873.0
414,2019-02-12,004020,현대제철,250213.0
415,2019-02-12,104040,대성파인텍,245743.0
416,2019-02-12,014710,사조씨푸드,45956.0
417,2019-02-12,004270,남성,130112.0
418,2019-02-12,009830,한화솔루션,1002925.0
419,2019-02-12,005880,대한해운,54441.0
420,2019-02-12,008600,윌비스,293883.0
421,2019-02-12,058400,KNN,204298.0
422,2019-02-12,087260,모바일어플라이언스,52952.0
423,2019-02-12,006800,미래에셋대우,1293735.0
424,2019-02-12,005860,한일사료,453850.0
425,2019-02-12,001510,SK증권,1474534.0
426,2019-02-12,033540,파라텍,199985.0
427,2019-02-13,055550,신한지주,963388.0
428,2019-02-13,003010,혜인,331600.0
429,2019-02-13,023900,풍국주정,457007.0
430,2019-02-13,013810,스페코,169848.0
431,2019-02-13,036000,예림당,117174.0
432,2019-02-13,011000,진원생명과학,251223.0
433,2019-02-13,096350,대창솔루션,2012065.0
434,2019-02-13,013700,까뮤이앤씨,1958489.0
435,2019-02-13,174880,장원테크,112033.0
436,2019-02-14,001470,삼부토건,106785.0
437,2019-02-14,000270,기아차,1334529.0
438,2019-02-14,006800,미래에셋대우,1947421.0
439,2019-02-14,016600,큐캐피탈,4823567.0
440,2019-02-14,064350,현대로템,950687.0
441,2019-02-14,005380,현대차,1072937.0
442,2019-02-14,080720,한국유니온제약,46538.0
443,2019-02-14,068290,삼성출판사,341638.0
444,2019-02-14,011200,HMM,874309.0
445,2019-02-14,054180,메디콕스,397206.0
446,2019-02-15,064510,에코마이스터,271242.0
447,2019-02-15,122350,삼기,170095.0
448,2019-02-15,010820,퍼스텍,488360.0
449,2019-02-15,025980,아난티,5634498.0
450,2019-02-15,078130,국일제지,3633606.0
451,2019-02-15,084990,헬릭스미스,120129.0
452,2019-02-15,024810,이화전기,2503883.0
453,2019-02-15,053590,한국테크놀로지,525127.0
454,2019-02-15,054630,에이디칩스,219744.0
455,2019-02-15,023900,풍국주정,162059.0
456,2019-02-15,066590,우수AMS,3621788.0
457,2019-02-15,109610,에스와이,118421.0
458,2019-02-15,001780,알루코,189136.0
459,2019-02-15,008700,아남전자,892725.0
460,2019-02-18,131220,대한과학,18063.0
461,2019-02-18,005030,부산주공,5653160.0
462,2019-02-18,082800,루미마이크로,404379.0
463,2019-02-18,068290,삼성출판사,210534.0
464,2019-02-18,015890,태경산업,41596.0
465,2019-02-18,054300,팬스타엔터프라이즈,554107.0
466,2019-02-18,200230,텔콘RF제약,911647.0
467,2019-02-18,006800,미래에셋대우,1336313.0
468,2019-02-18,009830,한화솔루션,729962.0
469,2019-02-18,001510,SK증권,1879778.0
470,2019-02-18,123840,한일진공,548944.0
471,2019-02-18,011000,진원생명과학,115652.0
472,2019-02-18,021040,대호피앤씨,3402948.0
473,2019-02-18,017180,명문제약,139270.0
474,2019-02-18,005860,한일사료,346335.0
475,2019-02-18,053030,바이넥스,195359.0
476,2019-02-18,008350,남선알미늄,2011110.0
477,2019-02-18,036630,세종텔레콤,2942840.0
478,2019-02-18,086790,하나금융지주,750676.0
479,2019-02-18,006910,보성파워텍,774275.0
480,2019-02-18,045390,대아티아이,3490903.0
481,2019-02-18,003010,혜인,198010.0
482,2019-02-18,099410,동방선기,802619.0
483,2019-02-18,013810,스페코,118774.0
484,2019-02-18,003530,한화투자증권,111817.0
485,2019-02-18,061250,화일약품,58566.0
486,2019-02-18,215480,토박스코리아,9616850.0
487,2019-02-18,002800,신신제약,92890.0
488,2019-02-18,011370,서한,376850.0
489,2019-02-18,012860,모베이스전자,135947.0
490,2019-02-18,047400,유니온머티리얼,99479.0
491,2019-02-19,038880,아이에이,112766.0
492,2019-02-19,119650,KC코트렐,404421.0
493,2019-02-19,109610,에스와이,227322.0
494,2019-02-19,082850,우리바이오,26971.0
495,2019-02-19,057540,옴니시스템,147976.0
496,2019-02-19,154030,아시아종묘,1363561.0
497,2019-02-19,019770,서연탑메탈,412657.0
498,2019-02-19,017550,수산중공업,529786.0
499,2019-02-19,011810,STX,53759.0
500,2019-02-19,217600,켐온,1112386.0
501,2019-02-19,118000,우리들휴브레인,242367.0
502,2019-02-19,023900,풍국주정,267361.0
503,2019-02-19,004770,써니전자,1402257.0
504,2019-02-19,025750,한솔홈데코,599253.0
505,2019-02-19,095190,이엠코리아,3721053.0
506,2019-02-19,053590,한국테크놀로지,605301.0
507,2019-02-19,014160,대영포장,2937154.0
508,2019-02-19,054180,메디콕스,521499.0
509,2019-02-19,148140,비디아이,34921.0
510,2019-02-20,037230,한국팩키지,9971055.0
511,2019-02-20,086790,하나금융지주,988695.0
512,2019-02-20,017960,한국카본,676725.0
513,2019-02-20,170030,현대공업,15037.0
514,2019-02-20,000270,기아차,1273900.0
515,2019-02-20,008560,메리츠증권,835513.0
516,2019-02-20,018880,한온시스템,843451.0
517,2019-02-20,015760,한국전력,1049441.0
518,2019-02-20,000660,SK하이닉스,3134257.0
519,2019-02-20,002760,보락,626246.0
520,2019-02-20,046120,오르비텍,1726888.0
521,2019-02-20,003490,대한항공,648230.0
522,2019-02-20,007860,서연,11211.0
523,2019-02-20,232140,와이아이케이,462315.0
524,2019-02-20,009070,KCTC,353252.0
525,2019-02-20,014470,부방,70754.0
526,2019-02-21,148140,비디아이,39934.0
527,2019-02-21,001000,신라섬유,48882.0
528,2019-02-21,025750,한솔홈데코,1010786.0
529,2019-02-21,010050,우리종금,1893539.0
530,2019-02-21,104480,티케이케미칼,3288683.0
531,2019-02-21,089530,에이티세미콘,356415.0
532,2019-02-21,045390,대아티아이,6049380.0
533,2019-02-21,040610,SG&G,286167.0
534,2019-02-21,016670,포비스티앤씨,4487162.0
535,2019-02-21,011000,진원생명과학,128451.0
536,2019-02-21,048430,유라테크,71216.0
537,2019-02-21,119650,KC코트렐,150771.0
538,2019-02-21,024840,KBI메탈,421602.0
539,2019-02-21,039420,케이엘넷,2183749.0
540,2019-02-21,057880,필로시스헬스케어,649938.0
541,2019-02-21,038010,제일테크노스,37718.0
542,2019-02-21,009180,한솔로지스틱스,268202.0
543,2019-02-21,068330,일신바이오,291756.0
544,2019-02-21,081150,티플랙스,913031.0
545,2019-02-21,097780,에스맥,2371943.0
546,2019-02-21,004140,동방,643396.0
547,2019-02-21,087260,모바일어플라이언스,56065.0
548,2019-02-21,269620,시스웍,171143.0
549,2019-02-22,099220,SDN,658787.0
550,2019-02-22,065450,빅텍,344336.0
551,2019-02-22,013810,스페코,136692.0
552,2019-02-22,005860,한일사료,345717.0
553,2019-02-22,011810,STX,21658.0
554,2019-02-22,306620,네온테크,1004.0
555,2019-02-22,032800,판타지오,1672499.0
556,2019-02-22,002900,동양물산,1268610.0
557,2019-02-22,003620,쌍용차,165481.0
558,2019-02-22,065950,웰크론,853286.0
559,2019-02-22,154030,아시아종묘,2528519.0
560,2019-02-22,042110,에스씨디,2734581.0
561,2019-02-22,065130,탑엔지니어링,181149.0
562,2019-02-22,003010,혜인,694443.0
563,2019-02-22,129260,인터지스,105458.0
564,2019-02-22,001440,대한전선,344064.0
565,2019-02-22,217600,켐온,285608.0
566,2019-02-22,006910,보성파워텍,1353146.0
567,2019-02-22,033540,파라텍,584401.0
568,2019-02-25,054630,에이디칩스,1126408.0
569,2019-02-25,011930,신성이엔지,603475.0
570,2019-02-25,012860,모베이스전자,78207.0
571,2019-02-25,053030,바이넥스,167625.0
572,2019-02-25,089530,에이티세미콘,138414.0
573,2019-02-25,011370,서한,280466.0
574,2019-02-25,054090,삼진엘앤디,200138.0
575,2019-02-25,099410,동방선기,292407.0
576,2019-02-25,047310,파워로직스,860204.0
577,2019-02-25,109610,에스와이,746925.0
578,2019-02-25,014710,사조씨푸드,34522.0
579,2019-02-25,042940,상지카일룸,502837.0
580,2019-02-25,038620,위즈코프,312852.0
581,2019-02-25,215480,토박스코리아,1222403.0
582,2019-02-25,021040,대호피앤씨,732417.0
583,2019-02-25,025320,시노펙스,1532291.0
584,2019-02-25,068290,삼성출판사,144858.0
585,2019-02-25,025550,한국선재,144031.0
586,2019-02-25,217500,러셀,8864588.0
587,2019-02-25,087260,모바일어플라이언스,71187.0
588,2019-02-25,014580,태경비케이,53314.0
589,2019-02-25,004270,남성,256349.0
590,2019-02-25,080720,한국유니온제약,31087.0
591,2019-02-25,217620,디딤,109377.0
592,2019-02-25,232140,와이아이케이,280155.0
593,2019-02-25,123840,한일진공,442781.0
594,2019-02-25,027740,마니커,978674.0
