,Date,stock_name,today_win,today_lose,tomorrow_win,tomorrow_lose,day2_win,day2_lose,real_profit,Nasdaq
0,2020-08-03,대우건설,0.0,0.0,1.0,0.0,0.0,0.0,0.04,U04
0,2020-08-03,JW홀딩스,0.0,0.0,1.0,0.0,0.0,0.0,0.018484288354898338,U04
0,2020-07-31,오리엔트바이오,0.0,0.0,0.0,0.0,0.0,1.0,-0.008064516129032258,U04
0,2020-07-31,한올바이오파마,0.0,0.0,1.0,0.0,0.0,0.0,0.03281519861830743,U04
0,2020-07-31,동방선기,0.0,0.0,0.0,0.0,0.0,1.0,-0.03694874851013111,U04
0,2020-07-31,인크로스,0.0,0.0,0.0,0.0,0.0,1.0,-0.011111111111111112,U04
0,2020-07-31,세원셀론텍,0.0,0.0,0.0,0.0,0.0,1.0,-0.0108499095840868,U04
0,2020-07-30,스튜디오산타클로스,0.0,0.0,0.0,0.0,0.0,1.0,-0.04220779220779221,U04
0,2020-07-30,제넨바이오,0.0,0.0,1.0,0.0,0.0,0.0,0.04,U04
0,2020-07-30,에이프로젠 KIC,0.0,0.0,0.0,0.0,0.0,1.0,-0.027124773960216998,U04
0,2020-07-30,SKC 솔믹스,1.0,0.0,0.0,0.0,0.0,0.0,0.05,U04
0,2020-07-30,대양금속,0.0,0.0,0.0,1.0,0.0,0.0,-0.0667433831990794,U04
0,2020-07-29,케이맥,0.0,0.0,0.0,0.0,0.0,1.0,-0.04597701149425287,D04
0,2020-07-29,동국제강,1.0,0.0,0.0,0.0,0.0,0.0,0.018518518518518517,D04
0,2020-07-29,바디텍메드,0.0,0.0,1.0,0.0,0.0,0.0,0.04,D04
0,2020-07-29,구영테크,0.0,0.0,0.0,0.0,0.0,1.0,-0.02476780185758514,D04
0,2020-07-29,에이티넘인베스트,1.0,0.0,0.0,0.0,0.0,0.0,0.05,D04
0,2020-07-28,세운메디칼,0.0,0.0,0.0,0.0,0.0,1.0,-0.0214190093708166,U04
0,2020-07-28,상상인,0.0,0.0,0.0,0.0,0.0,1.0,-0.03471074380165289,U04
0,2020-07-28,덕산하이메탈,1.0,0.0,0.0,0.0,0.0,0.0,0.05,U04
0,2020-07-28,예스24,0.0,0.0,0.0,0.0,0.0,1.0,-0.02834008097165992,U04
0,2020-07-28,알리코제약,1.0,0.0,0.0,0.0,0.0,0.0,0.026845637583892617,U04
0,2020-07-27,디오,1.0,0.0,0.0,0.0,0.0,0.0,0.03802281368821293,D04
0,2020-07-27,우정바이오,1.0,0.0,0.0,0.0,0.0,0.0,0.01650943396226415,D04
0,2020-07-27,레고켐바이오,1.0,0.0,0.0,0.0,0.0,0.0,0.05,D04
0,2020-07-27,일신석재,1.0,0.0,0.0,0.0,0.0,0.0,0.021739130434782608,D04
